group,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
19,SUPPORT,_,NOUN,NNP,_,18,nn,_,_,F
19,SERVICES,_,NOUN,NNPS,_,56,nsubj,_,_,F
19,3,_,NUM,CD,_,56,dep,_,_,F
19,TERMINATION,_,VERB,VB,_,56,aux,_,_,F
19,4,_,NUM,CD,_,56,dep,_,_,F
19,COPYRIGHT,_,ADV,RB,_,56,advmod,_,_,F
19,5,_,X,LS,_,56,dep,_,_,F
19,LIMITATION,_,NOUN,NNP,_,56,nsubj,_,_,F
19,OF,_,ADP,IN,_,24,prep,_,_,F
19,WARRANTIES,_,NOUN,NNS,_,25,pobj,_,_,F
19,AND,_,CONJ,CC,_,26,cc,_,_,F
19,LIABILITY,_,NOUN,NNP,_,26,conj,_,_,F
19,6,_,NUM,CD,_,26,dep,_,_,F
19,BUNDLED,_,VERB,VBN,_,29,amod,_,_,F
19,THIRD,_,NOUN,NNP,_,32,nn,_,_,F
19,PARTY,_,NOUN,NNP,_,33,nsubj,_,_,F
19,PRODUCTS,_,VERB,VBZ,_,30,ccomp,_,_,F
19,This,_,DET,DT,_,37,det,_,_,F
19,End-User,_,NOUN,NNP,_,37,nn,_,_,F
19,License,_,NOUN,NNP,_,37,nn,_,_,F
19,Agreement,_,NOUN,NN,_,33,dobj,_,_,F
19,-LRB-,_,.,-LRB-,_,40,punct,_,_,F
19,``,_,.,``,_,40,punct,_,_,F
19,EULA,_,NOUN,NNP,_,37,appos,_,_,F
19,'',_,.,'',_,40,punct,_,_,F
19,-RRB-,_,.,-RRB-,_,40,punct,_,_,F
19,for,_,ADP,IN,_,37,prep,_,_,F
19,ChemAxon,_,NOUN,NNP,_,46,poss,_,_,F
19,'s,_,PRT,POS,_,44,possessive,_,_,F
19,software,_,NOUN,NN,_,43,pobj,_,_,F
19,-LRB-,_,.,-LRB-,_,50,punct,_,_,F
19,``,_,.,``,_,50,punct,_,_,F
19,SOFTWARE,_,NOUN,NN,_,50,nn,_,_,F
19,PRODUCT,_,NOUN,NN,_,37,appos,_,_,F
19,'',_,.,'',_,50,punct,_,_,F
19,-RRB-,_,.,-RRB-,_,50,punct,_,_,F
19,is,_,VERB,VBZ,_,56,cop,_,_,F
19,a,_,DET,DT,_,56,det,_,_,F
19,legal,_,ADJ,JJ,_,56,amod,_,_,F
19,agreement,_,NOUN,NN,_,14,pobj,_,_,F
19,between,_,ADP,IN,_,56,prep,_,_,F
19,you,_,PRON,PRP,_,57,pobj,_,_,T
19,-LRB-,_,.,-LRB-,_,56,punct,_,_,F
19,either,_,CONJ,CC,_,62,preconj,_,_,F
19,an,_,DET,DT,_,62,det,_,_,F
19,individual,_,NOUN,NN,_,56,dep,_,_,F
19,or,_,CONJ,CC,_,62,cc,_,_,F
19,an,_,DET,DT,_,65,det,_,_,F
19,entity,_,NOUN,NN,_,62,conj,_,_,F
19,-RRB-,_,.,-RRB-,_,56,punct,_,_,F
19,and,_,CONJ,CC,_,9,cc,_,_,F
19,ChemAxon,_,NOUN,NNP,_,69,nn,_,_,T
19,Ltd.,_,NOUN,NNP,_,9,conj,_,_,T
19,and,_,CONJ,CC,_,9,cc,_,_,F
19,its,_,PRON,PRP$,_,72,poss,_,_,F
19,suppliers,_,NOUN,NNS,_,9,conj,_,_,F
19,.,_,.,.,_,1,punct,_,_,F
20,http,_,X,ADD,_,0,ROOT,_,_,F
20,:,_,.,:,_,1,punct,_,_,F
20,//cloudfindhq.com/eula/,_,X,GW,_,6,amod,_,_,F
20,End-User,_,NOUN,NNP,_,6,nn,_,_,F
20,License,_,NOUN,NN,_,6,nn,_,_,F
20,Agreement,_,NOUN,NNP,_,9,nn,_,_,F
20,IMPORTANT,_,ADV,RB,_,9,nn,_,_,F
20,-,_,.,HYPH,_,9,punct,_,_,F
20,READ,_,NOUN,NNP,_,1,dep,_,_,F
20,CAREFULLY,_,ADV,RB,_,1,dep,_,_,F
20,:,_,.,:,_,1,punct,_,_,F
20,This,_,DET,DT,_,15,det,_,_,F
20,End-User,_,.,HYPH,_,15,nn,_,_,F
20,License,_,NOUN,NNP,_,15,nn,_,_,F
20,Agreement,_,NOUN,NN,_,24,nsubj,_,_,F
20,-LRB-,_,.,-LRB-,_,18,punct,_,_,F
20,``,_,.,``,_,18,punct,_,_,F
20,EULA,_,NOUN,NNP,_,15,appos,_,_,F
20,'',_,.,'',_,18,punct,_,_,F
20,-RRB-,_,.,-RRB-,_,18,punct,_,_,F
20,is,_,VERB,VBZ,_,24,cop,_,_,F
20,a,_,DET,DT,_,24,det,_,_,F
20,legal,_,ADJ,JJ,_,24,amod,_,_,F
20,agreement,_,NOUN,NN,_,1,dep,_,_,F
20,between,_,ADP,IN,_,24,prep,_,_,F
20,you,_,PRON,PRP,_,25,pobj,_,_,T
20,-LRB-,_,.,-LRB-,_,26,punct,_,_,F
20,either,_,CONJ,CC,_,30,preconj,_,_,F
20,an,_,DET,DT,_,30,det,_,_,F
20,individual,_,NOUN,NN,_,26,dep,_,_,F
20,or,_,CONJ,CC,_,30,cc,_,_,F
20,a,_,DET,DT,_,34,det,_,_,F
20,single,_,ADJ,JJ,_,34,amod,_,_,F
20,entity,_,NOUN,NN,_,30,conj,_,_,F
20,-RRB-,_,.,-RRB-,_,26,punct,_,_,F
20,and,_,CONJ,CC,_,26,cc,_,_,F
20,Cloudfind,_,NOUN,NNP,_,38,nn,_,_,T
20,Limited,_,NOUN,NNP,_,26,conj,_,_,T
20,",",_,.,",",_,38,punct,_,_,F
20,The,_,DET,DT,_,41,det,_,_,F
20,Tramshed,_,NOUN,NNP,_,38,appos,_,_,F
20,",",_,.,",",_,38,punct,_,_,F
20,Beehive,_,NOUN,NNP,_,44,nn,_,_,F
20,Yard,_,NOUN,NNP,_,38,appos,_,_,F
20,",",_,.,",",_,38,punct,_,_,F
20,Bath,_,NOUN,NNP,_,38,appos,_,_,F
20,",",_,.,",",_,38,punct,_,_,F
20,BA1,_,NUM,CD,_,49,num,_,_,F
20,5BB,_,NUM,CD,_,38,appos,_,_,F
20,-LRB-,_,.,-LRB-,_,52,punct,_,_,F
20,``,_,.,``,_,52,punct,_,_,F
20,Cloudfind,_,NOUN,NNP,_,49,appos,_,_,F
20,'',_,.,'',_,52,punct,_,_,F
20,-RRB-,_,.,-RRB-,_,52,punct,_,_,F
20,",",_,.,",",_,24,punct,_,_,F
20,that,_,DET,WDT,_,57,nsubj,_,_,F
20,governs,_,VERB,VBZ,_,24,rcmod,_,_,F
20,your,_,PRON,PRP$,_,59,poss,_,_,F
20,use,_,NOUN,NN,_,57,dobj,_,_,F
20,of,_,ADP,IN,_,59,prep,_,_,F
20,the,_,DET,DT,_,63,det,_,_,F
20,Cloudfind,_,NOUN,NNP,_,63,nn,_,_,F
20,application,_,NOUN,NN,_,60,pobj,_,_,F
20,-LRB-,_,.,-LRB-,_,67,punct,_,_,F
20,the,_,DET,DT,_,67,det,_,_,F
20,``,_,.,``,_,67,punct,_,_,F
20,Software,_,NOUN,NNP,_,63,appos,_,_,F
20,'',_,.,'',_,67,punct,_,_,F
20,-RRB-,_,.,-RRB-,_,67,punct,_,_,F
20,",",_,.,",",_,63,punct,_,_,F
20,comprising,_,VERB,VBG,_,63,partmod,_,_,F
20,web-based,_,VERB,VBN,_,75,amod,_,_,F
20,and,_,CONJ,CC,_,72,cc,_,_,F
20,downloadable,_,ADJ,JJ,_,72,conj,_,_,F
20,components,_,NOUN,NNS,_,71,dobj,_,_,F
20,",",_,.,",",_,63,punct,_,_,F
20,and,_,CONJ,CC,_,63,cc,_,_,F
20,the,_,DET,DT,_,83,det,_,_,F
20,Internet-based,_,ADJ,JJ,_,83,amod,_,_,F
20,publishing,_,NOUN,NN,_,83,nn,_,_,F
20,and,_,CONJ,CC,_,80,cc,_,_,F
20,ordering,_,VERB,VBG,_,80,conj,_,_,F
20,services,_,NOUN,NNS,_,63,conj,_,_,F
20,-LRB-,_,.,-LRB-,_,87,punct,_,_,F
20,the,_,DET,DT,_,87,det,_,_,F
20,``,_,.,``,_,87,punct,_,_,F
20,Services,_,NOUN,NNPS,_,83,appos,_,_,F
20,'',_,.,'',_,87,punct,_,_,F
20,-RRB-,_,.,-RRB-,_,87,punct,_,_,F
20,available,_,ADJ,JJ,_,83,amod,_,_,F
20,at,_,ADP,IN,_,90,prep,_,_,F
20,the,_,DET,DT,_,94,det,_,_,F
20,Cloudfind,_,NOUN,NNP,_,94,nn,_,_,F
20,Website,_,NOUN,NN,_,91,pobj,_,_,F
20,",",_,.,",",_,24,punct,_,_,F
20,https,_,X,ADD,_,24,appos,_,_,F
20,:,_,.,:,_,1,punct,_,_,F
20,//cloudfindhq.com,_,X,ADD,_,1,dep,_,_,F
20,.,_,.,.,_,1,punct,_,_,F
21,General,_,ADJ,JJ,_,2,amod,_,_,F
21,Terms,_,NOUN,NNS,_,5,nsubj,_,_,F
21,These,_,DET,DT,_,4,det,_,_,F
21,Terms,_,NOUN,NNS,_,5,nsubj,_,_,F
21,constitute,_,VERB,VBP,_,0,ROOT,_,_,F
21,the,_,DET,DT,_,10,det,_,_,F
21,entire,_,ADJ,JJ,_,10,amod,_,_,F
21,and,_,CONJ,CC,_,7,cc,_,_,F
21,exclusive,_,ADJ,JJ,_,7,conj,_,_,F
21,understanding,_,NOUN,NN,_,5,dobj,_,_,F
21,and,_,CONJ,CC,_,10,cc,_,_,F
21,agreement,_,NOUN,NN,_,10,conj,_,_,F
21,between,_,ADP,IN,_,10,prep,_,_,F
21,Concurrent,_,NOUN,NNP,_,13,pobj,_,_,T
21,and,_,CONJ,CC,_,14,cc,_,_,F
21,you,_,PRON,PRP,_,14,conj,_,_,T
21,regarding,_,VERB,VBG,_,10,prep,_,_,F
21,the,_,DET,DT,_,19,det,_,_,F
21,Services,_,NOUN,NNPS,_,17,pobj,_,_,F
21,and,_,CONJ,CC,_,19,cc,_,_,F
21,Content,_,NOUN,NNP,_,19,conj,_,_,F
21,",",_,.,",",_,5,punct,_,_,F
21,and,_,CONJ,CC,_,5,cc,_,_,F
21,these,_,DET,DT,_,25,det,_,_,F
21,Terms,_,NOUN,NNS,_,26,nsubj,_,_,F
21,supersede,_,VERB,VBP,_,5,conj,_,_,F
21,and,_,CONJ,CC,_,26,cc,_,_,F
21,replace,_,VERB,VB,_,26,conj,_,_,F
21,any,_,DET,DT,_,36,num,_,_,F
21,and,_,CONJ,CC,_,29,cc,_,_,F
21,all,_,ADV,RB,_,29,conj,_,_,F
21,prior,_,ADJ,JJ,_,36,amod,_,_,F
21,oral,_,ADJ,JJ,_,36,amod,_,_,F
21,or,_,CONJ,CC,_,33,cc,_,_,F
21,written,_,VERB,VBN,_,33,conj,_,_,F
21,understandings,_,NOUN,NNS,_,26,dobj,_,_,F
21,or,_,CONJ,CC,_,36,cc,_,_,F
21,agreements,_,NOUN,NNS,_,36,conj,_,_,F
21,between,_,ADP,IN,_,36,prep,_,_,F
21,Concurrent,_,NOUN,NNP,_,39,pobj,_,_,F
21,and,_,CONJ,CC,_,40,cc,_,_,F
21,you,_,PRON,PRP,_,40,conj,_,_,F
21,regarding,_,VERB,VBG,_,36,prep,_,_,F
21,the,_,DET,DT,_,45,det,_,_,F
21,Services,_,NOUN,NNPS,_,43,pobj,_,_,F
21,and,_,CONJ,CC,_,45,cc,_,_,F
21,Content,_,NOUN,NNP,_,45,conj,_,_,F
21,-LRB-,_,.,-LRB-,_,36,punct,_,_,F
21,except,_,ADP,IN,_,36,prep,_,_,F
21,as,_,ADP,IN,_,52,mark,_,_,F
21,expressly,_,ADV,RB,_,52,advmod,_,_,F
21,stated,_,VERB,VBN,_,49,pcomp,_,_,F
21,under,_,ADP,IN,_,52,prep,_,_,F
21,``,_,.,``,_,56,punct,_,_,F
21,Additional,_,ADJ,JJ,_,56,amod,_,_,F
21,Terms,_,NOUN,NNS,_,53,pobj,_,_,F
21,;,_,.,:,_,56,punct,_,_,F
21,Driven,_,ADJ,JJ,_,59,nn,_,_,F
21,EULA,_,NOUN,NNP,_,56,dep,_,_,F
21,'',_,.,'',_,56,punct,_,_,F
21,above,_,ADP,IN,_,56,advmod,_,_,F
21,-RRB-,_,.,-RRB-,_,56,punct,_,_,F
21,.,_,.,.,_,5,punct,_,_,F
22,http,_,X,ADD,_,0,ROOT,_,_,F
22,:,_,.,:,_,1,punct,_,_,F
22,//www.converterlite.com/license,_,NOUN,NN,_,4,nn,_,_,F
22,End,_,NOUN,NN,_,5,nn,_,_,F
22,User,_,NOUN,NN,_,7,nn,_,_,F
22,License,_,NOUN,NN,_,7,nn,_,_,F
22,Agreement,_,NOUN,NN,_,23,nsubj,_,_,F
22,for,_,ADP,IN,_,7,prep,_,_,F
22,Software,_,NOUN,NNP,_,10,nn,_,_,F
22,Product,_,NOUN,NN,_,8,pobj,_,_,F
22,of,_,ADP,IN,_,10,prep,_,_,F
22,ConverterLite,_,NOUN,NNP,_,16,nn,_,_,F
22,1,_,X,LS,_,14,dep,_,_,F
22,Software,_,VERB,VBD,_,16,nn,_,_,F
22,License,_,NOUN,NNP,_,16,nn,_,_,F
22,Agreement,_,NOUN,NN,_,11,pobj,_,_,F
22,In,_,ADP,IN,_,23,prep,_,_,F
22,this,_,DET,DT,_,19,det,_,_,F
22,License,_,NOUN,NN,_,17,pobj,_,_,F
22,",",_,.,",",_,23,punct,_,_,F
22,“the,_,NOUN,NNP,_,22,nn,_,_,F
22,Product”,_,NOUN,NNP,_,23,nsubj,_,_,F
22,means,_,VERB,VBZ,_,1,dep,_,_,F
22,the,_,DET,DT,_,26,det,_,_,F
22,software,_,NOUN,NN,_,26,nn,_,_,F
22,product,_,NOUN,NN,_,39,nsubj,_,_,F
22,“ConverterLite”,_,NOUN,NNP,_,26,appos,_,_,F
22,which,_,DET,WDT,_,31,nsubjpass,_,_,F
22,may,_,VERB,MD,_,31,aux,_,_,F
22,be,_,VERB,VB,_,31,auxpass,_,_,F
22,found,_,VERB,VBN,_,26,rcmod,_,_,F
22,at,_,ADP,IN,_,31,prep,_,_,F
22,www.converterlite.com,_,X,ADD,_,32,pobj,_,_,F
22,This,_,DET,DT,_,35,det,_,_,F
22,License,_,NOUN,NNP,_,31,dobj,_,_,F
22,is,_,VERB,VBZ,_,39,cop,_,_,F
22,a,_,DET,DT,_,39,det,_,_,F
22,legal,_,ADJ,JJ,_,39,amod,_,_,F
22,agreement,_,NOUN,NN,_,23,ccomp,_,_,F
22,between,_,ADP,IN,_,39,prep,_,_,F
22,you,_,PRON,PRP,_,40,pobj,_,_,T
22,and,_,CONJ,CC,_,41,cc,_,_,F
22,ConverterLite,_,VERB,VB,_,41,conj,_,_,T
22,for,_,ADP,IN,_,39,prep,_,_,F
22,the,_,DET,DT,_,46,det,_,_,F
22,Product,_,NOUN,NN,_,44,pobj,_,_,F
22,.,_,.,.,_,1,punct,_,_,F
23,This,_,DET,DT,_,2,det,_,_,F
23,EULA,_,NOUN,NNP,_,6,nsubj,_,_,F
23,is,_,VERB,VBZ,_,6,cop,_,_,F
23,a,_,DET,DT,_,6,det,_,_,F
23,legal,_,ADJ,JJ,_,6,amod,_,_,F
23,agreement,_,NOUN,NN,_,0,ROOT,_,_,F
23,between,_,ADP,IN,_,6,prep,_,_,F
23,You,_,PRON,PRP,_,7,pobj,_,_,T
23,and,_,CONJ,CC,_,8,cc,_,_,F
23,Corel,_,NOUN,NNP,_,11,nn,_,_,T
23,Corporation,_,NOUN,NNP,_,8,conj,_,_,T
23,",",_,.,",",_,6,punct,_,_,F
23,including,_,VERB,VBG,_,6,prep,_,_,F
23,its,_,PRON,PRP$,_,15,poss,_,_,F
23,subsidiaries,_,NOUN,NNS,_,13,pobj,_,_,F
23,",",_,.,",",_,15,punct,_,_,F
23,affiliates,_,NOUN,NNS,_,15,conj,_,_,F
23,and,_,CONJ,CC,_,15,cc,_,_,F
23,contractors,_,NOUN,NNS,_,15,conj,_,_,F
23,acting,_,VERB,VBG,_,19,partmod,_,_,F
23,on,_,ADP,IN,_,20,prep,_,_,F
23,Our,_,PRON,PRP$,_,23,poss,_,_,F
23,behalf,_,NOUN,NN,_,21,pobj,_,_,F
23,-LRB-,_,.,-LRB-,_,27,punct,_,_,F
23,collectively,_,ADV,RB,_,27,advmod,_,_,F
23,``,_,.,``,_,27,punct,_,_,F
23,Corel,_,NOUN,NNP,_,20,parataxis,_,_,F
23,'',_,.,'',_,27,punct,_,_,F
23,",",_,.,",",_,27,punct,_,_,F
23,``,_,.,``,_,27,punct,_,_,F
23,Us,_,X,UH,_,27,discourse,_,_,F
23,'',_,.,'',_,27,punct,_,_,F
23,",",_,.,",",_,27,punct,_,_,F
23,``,_,.,``,_,35,punct,_,_,F
23,We,_,PRON,PRP,_,27,conj,_,_,F
23,'',_,.,'',_,35,punct,_,_,F
23,",",_,.,",",_,27,punct,_,_,F
23,or,_,CONJ,CC,_,27,cc,_,_,F
23,``,_,.,``,_,27,punct,_,_,F
23,Our,_,PRON,PRP$,_,27,conj,_,_,F
23,'',_,.,'',_,27,punct,_,_,F
23,-RRB-,_,.,-RRB-,_,27,punct,_,_,F
23,regarding,_,VERB,VBG,_,20,prep,_,_,F
23,Your,_,PRON,PRP$,_,45,poss,_,_,F
23,use,_,NOUN,NN,_,43,pobj,_,_,F
23,of,_,ADP,IN,_,45,prep,_,_,F
23,the,_,DET,DT,_,48,det,_,_,F
23,Corel,_,NOUN,NNP,_,46,pobj,_,_,F
23,",",_,.,",",_,45,punct,_,_,F
23,or,_,CONJ,CC,_,45,cc,_,_,F
23,one,_,NUM,CD,_,45,conj,_,_,F
23,of,_,ADP,IN,_,51,prep,_,_,F
23,its,_,PRON,PRP$,_,54,poss,_,_,F
23,subsidiary,_,NOUN,NN,_,56,poss,_,_,F
23,'s,_,PRT,POS,_,54,possessive,_,_,F
23,Software,_,NOUN,NNP,_,52,pobj,_,_,F
23,.,_,.,.,_,6,punct,_,_,F
24,This,_,DET,DT,_,2,det,_,_,F
24,Terms,_,NOUN,NNS,_,30,nsubj,_,_,F
24,of,_,ADP,IN,_,2,prep,_,_,F
24,Use,_,NOUN,NNP,_,9,nn,_,_,F
24,and,_,CONJ,CC,_,4,cc,_,_,F
24,End,_,NOUN,NN,_,4,conj,_,_,F
24,User,_,NOUN,NNP,_,9,nn,_,_,F
24,License,_,NOUN,NNP,_,9,nn,_,_,F
24,Agreement,_,NOUN,NNP,_,3,pobj,_,_,F
24,",",_,.,",",_,30,punct,_,_,F
24,along,_,ADP,IN,_,30,prep,_,_,F
24,with,_,ADP,IN,_,11,pcomp,_,_,F
24,any,_,DET,DT,_,14,det,_,_,F
24,Terms,_,NOUN,NNS,_,17,nsubj,_,_,F
24,of,_,ADP,IN,_,14,prep,_,_,F
24,Offer,_,NOUN,NNP,_,15,pobj,_,_,F
24,appearing,_,VERB,VBG,_,12,pcomp,_,_,F
24,on,_,ADP,IN,_,17,prep,_,_,F
24,the,_,DET,DT,_,20,det,_,_,F
24,website,_,NOUN,NN,_,18,pobj,_,_,F
24,",",_,.,",",_,30,punct,_,_,F
24,along,_,ADP,IN,_,30,prep,_,_,F
24,with,_,ADP,IN,_,22,pcomp,_,_,F
24,any,_,DET,DT,_,26,det,_,_,F
24,posted,_,ADJ,JJ,_,26,amod,_,_,F
24,rules,_,NOUN,NNS,_,23,pobj,_,_,F
24,or,_,CONJ,CC,_,26,cc,_,_,F
24,instructions,_,NOUN,NNS,_,26,conj,_,_,F
24,",",_,.,",",_,30,punct,_,_,F
24,constitute,_,VERB,VBP,_,0,ROOT,_,_,F
24,the,_,DET,DT,_,33,det,_,_,F
24,entire,_,ADJ,JJ,_,33,amod,_,_,F
24,agreement,_,NOUN,NN,_,30,dobj,_,_,F
24,between,_,ADP,IN,_,33,prep,_,_,F
24,you,_,PRON,PRP,_,34,pobj,_,_,T
24,and,_,CONJ,CC,_,35,cc,_,_,F
24,us,_,PRON,PRP,_,35,conj,_,_,T
24,regarding,_,VERB,VBG,_,33,partmod,_,_,F
24,your,_,PRON,PRP$,_,40,poss,_,_,F
24,use,_,NOUN,NN,_,38,dobj,_,_,F
24,of,_,ADP,IN,_,40,prep,_,_,F
24,our,_,PRON,PRP$,_,43,poss,_,_,F
24,websites,_,NOUN,NNS,_,41,pobj,_,_,F
24,",",_,.,",",_,43,punct,_,_,F
24,products,_,NOUN,NNS,_,43,conj,_,_,F
24,and,_,CONJ,CC,_,43,cc,_,_,F
24,services,_,NOUN,NNS,_,43,conj,_,_,F
24,as,_,ADP,IN,_,49,mark,_,_,F
24,described,_,VERB,VBN,_,30,advcl,_,_,F
24,herein,_,ADV,RB,_,49,advmod,_,_,F
24,under,_,ADP,IN,_,49,prep,_,_,F
24,DESCRIPTION,_,NOUN,NN,_,51,pobj,_,_,F
24,OF,_,ADP,IN,_,52,prep,_,_,F
24,OFFERED,_,VERB,VBN,_,55,amod,_,_,F
24,SERVICES,_,NOUN,NNS,_,53,pobj,_,_,F
24,-LRB-,_,.,-LRB-,_,55,punct,_,_,F
24,collectively,_,ADV,RB,_,55,advmod,_,_,F
24,",",_,.,",",_,55,punct,_,_,F
24,the,_,DET,DT,_,61,det,_,_,F
24,``,_,.,``,_,61,punct,_,_,F
24,Services,_,NOUN,NNPS,_,55,conj,_,_,F
24,'',_,.,'',_,61,punct,_,_,F
24,or,_,CONJ,CC,_,55,cc,_,_,F
24,``,_,.,``,_,65,punct,_,_,F
24,Service,_,NOUN,NN,_,55,conj,_,_,F
24,'',_,.,'',_,65,punct,_,_,F
24,-RRB-,_,.,-RRB-,_,65,punct,_,_,F
24,.,_,.,.,_,30,punct,_,_,F
25,YOU,_,PRON,PRP,_,9,nsubj,_,_,F
25,ALSO,_,ADV,RB,_,1,prep,_,_,F
25,AGREE,_,NOUN,NNP,_,2,pobj,_,_,F
25,THAT,_,ADV,RB,_,9,advmod,_,_,F
25,THIS,_,DET,DT,_,6,det,_,_,F
25,AGREEMENT,_,NOUN,NN,_,9,nsubj,_,_,F
25,IS,_,VERB,VBZ,_,9,cop,_,_,F
25,THE,_,DET,DT,_,9,det,_,_,F
25,COMPLETE,_,NOUN,NN,_,0,ROOT,_,_,F
25,AND,_,CONJ,CC,_,9,cc,_,_,F
25,EXCLUSIVE,_,VERB,VB,_,9,conj,_,_,F
25,STATEMENT,_,ADP,IN,_,9,dobj,_,_,F
25,OF,_,ADP,IN,_,12,prep,_,_,F
25,AGREEMENT,_,ADV,RB,_,15,advmod,_,_,F
25,BETWEEN,_,VERB,VBN,_,16,amod,_,_,F
25,C.E.S,_,NOUN,NN,_,13,pobj,_,_,T
25,AND,_,CONJ,CC,_,9,cc,_,_,F
25,YOU,_,PRON,PRP,_,9,conj,_,_,T
25,AND,_,CONJ,CC,_,18,cc,_,_,F
25,SUPERSEDES,_,VERB,VBZ,_,18,conj,_,_,F
25,ALL,_,DET,DT,_,23,det,_,_,F
25,PRIOR,_,NOUN,NNP,_,23,nn,_,_,F
25,REPRESENTATIONS,_,NOUN,NNS,_,18,dobj,_,_,F
25,OR,_,ADP,IN,_,23,prep,_,_,F
25,AGREEMENTS,_,NOUN,NNS,_,24,pobj,_,_,F
25,",",_,.,",",_,25,punct,_,_,F
25,ORAL,_,NOUN,NNP,_,25,appos,_,_,F
25,OR,_,CONJ,CC,_,27,cc,_,_,F
25,WRITTEN,_,NOUN,NNP,_,27,conj,_,_,F
25,",",_,.,",",_,25,punct,_,_,F
25,BETWEEN,_,X,FW,_,25,appos,_,_,F
25,C.E.S,_,NOUN,NNP,_,35,nsubj,_,_,F
25,AND,_,CONJ,CC,_,32,cc,_,_,F
25,YOU,_,PRON,PRP,_,32,conj,_,_,F
25,REGARDING,_,VERB,VBG,_,31,dep,_,_,F
25,THE,_,DET,DT,_,38,det,_,_,F
25,SUBJECT,_,NOUN,NN,_,38,nn,_,_,F
25,MATTER,_,NOUN,NN,_,35,dobj,_,_,F
25,OF,_,ADP,IN,_,38,prep,_,_,F
25,THIS,_,DET,DT,_,41,det,_,_,F
25,AGREEMENT,_,NOUN,NN,_,39,pobj,_,_,F
25,.,_,.,.,_,9,punct,_,_,F
26,in/cuponotifier-eula,_,NOUN,NNP,_,6,nn,_,_,F
26,EULA,_,NOUN,NNP,_,6,nn,_,_,F
26,CupoNotifier,_,NOUN,NNP,_,6,nn,_,_,F
26,END-USER,_,NOUN,NNP,_,6,nn,_,_,F
26,LICENSE,_,NOUN,NNP,_,6,nn,_,_,F
26,AGREEMENT,_,NOUN,NNP,_,0,ROOT,_,_,F
26,-LRB-,_,.,-LRB-,_,10,punct,_,_,F
26,EULA,_,NOUN,NNP,_,10,nn,_,_,F
26,-RRB-,_,.,-RRB-,_,10,punct,_,_,F
26,IMPORTANT,_,NOUN,NNP,_,6,dep,_,_,F
26,;,_,.,:,_,10,punct,_,_,F
26,READ,_,VERB,VB,_,10,dep,_,_,F
26,CAREFULLY,_,ADV,RB,_,12,advmod,_,_,F
26,THE,_,DET,DT,_,17,det,_,_,F
26,END-USER,_,NOUN,NNP,_,17,nn,_,_,F
26,LICENSE,_,NOUN,NNP,_,17,nn,_,_,F
26,AGREEMENT,_,NOUN,NNP,_,12,dobj,_,_,F
26,-LRB-,_,.,-LRB-,_,17,punct,_,_,F
26,ÒEULAÓ,_,X,UH,_,17,dep,_,_,F
26,-RRB-,_,.,-RRB-,_,17,punct,_,_,F
26,:,_,.,:,_,12,punct,_,_,F
26,This,_,DET,DT,_,23,det,_,_,F
26,EULA,_,NOUN,NNP,_,27,nsubj,_,_,F
26,is,_,VERB,VBZ,_,27,cop,_,_,F
26,a,_,DET,DT,_,27,det,_,_,F
26,legal,_,ADJ,JJ,_,27,amod,_,_,F
26,agreement,_,NOUN,NN,_,12,parataxis,_,_,F
26,between,_,ADP,IN,_,27,prep,_,_,F
26,you,_,PRON,PRP,_,28,pobj,_,_,T
26,",",_,.,",",_,27,punct,_,_,F
26,a,_,DET,DT,_,34,det,_,_,F
26,single,_,ADJ,JJ,_,33,amod,_,_,F
26,end,_,NOUN,NN,_,34,nn,_,_,F
26,user,_,NOUN,NN,_,27,appos,_,_,F
26,",",_,.,",",_,27,punct,_,_,F
26,referred,_,VERB,VBD,_,27,partmod,_,_,F
26,to,_,ADP,IN,_,36,prep,_,_,F
26,herein,_,ADV,RB,_,36,advmod,_,_,F
26,as,_,ADP,IN,_,36,prep,_,_,F
26,``,_,.,``,_,39,punct,_,_,F
26,Licensee,_,NOUN,NNP,_,39,pobj,_,_,F
26,'',_,.,'',_,10,punct,_,_,F
26,",",_,.,",",_,6,punct,_,_,F
26,``,_,.,``,_,6,punct,_,_,F
26,you,_,PRON,PRP,_,6,conj,_,_,F
26,'',_,.,'',_,6,punct,_,_,F
26,or,_,CONJ,CC,_,6,cc,_,_,F
26,``,_,.,``,_,6,punct,_,_,F
26,your,_,PRON,PRP$,_,6,conj,_,_,F
26,'',_,.,'',_,6,punct,_,_,F
26,and,_,CONJ,CC,_,6,cc,_,_,F
26,Juwel,_,NOUN,NNP,_,55,nn,_,_,T
26,191,_,NUM,CD,_,52,num,_,_,F
26,VV,_,X,FW,_,55,nn,_,_,F
26,UG,_,NOUN,NNP,_,6,conj,_,_,F
26,.,_,.,.,_,6,punct,_,_,F
27,THIS,_,DET,DT,_,4,det,_,_,F
27,END-USER,_,NOUN,NNP,_,4,nn,_,_,F
27,LICENSE,_,NOUN,NNP,_,4,nn,_,_,F
27,AGREEMENT,_,NOUN,NNP,_,13,nsubj,_,_,F
27,-LRB-,_,.,-LRB-,_,7,punct,_,_,F
27,``,_,.,``,_,7,punct,_,_,F
27,EULA,_,NOUN,NNP,_,4,appos,_,_,F
27,'',_,.,'',_,7,punct,_,_,F
27,-RRB-,_,.,-RRB-,_,7,punct,_,_,F
